filingDate,acceptanceDateTime,accessionNumber,primaryDocument,form,ticker
2025-02-19,2025-02-19 23:11:53+00:00,0000950103-25-002191,xslF345X05/dp225021_4-bosworth.xml,4,META
2025-02-19,2025-02-19 23:09:41+00:00,0000950103-25-002190,xslF345X05/dp225016_4-arnold.xml,4,META
2025-02-19,2025-02-19 23:08:45+00:00,0000950103-25-002189,xslF345X05/dp225019_4-anderson.xml,4,META
2025-02-18,2025-02-18 23:36:07+00:00,0000950103-25-002122,xslF345X05/dp225013_4-zuckerberg0214.xml,4,META
2025-02-18,2025-02-18 23:34:24+00:00,0000950103-25-002121,xslF345X05/dp225012_4-zuckerberg0213.xml,4,META
2025-02-13,2025-02-13 23:23:38+00:00,0000950103-25-001998,xslF345X05/dp224823_4-newstead.xml,4,META
2025-02-12,2025-02-13 01:41:43+00:00,0000950103-25-001935,xslF345X05/dp224874_4-zuckerberg0212.xml,4,META
2025-02-12,2025-02-13 01:39:18+00:00,0000950103-25-001934,xslF345X05/dp224835_4-zuckerberg0211.xml,4,META
2025-02-12,2025-02-13 01:36:10+00:00,0000950103-25-001933,xslF345X05/dp224834_4-zuckerberg0210.xml,4,META
2025-02-12,2025-02-12 23:09:20+00:00,0000950103-25-001930,xslF345X05/dp224816_4-kimmitt.xml,4,META
2025-02-10,2025-02-10 23:15:09+00:00,0000950103-25-001836,xslF345X05/dp224749_4-zuckerberg0207.xml,4,META
2025-02-10,2025-02-10 23:11:13+00:00,0000950103-25-001835,xslF345X05/dp224748_4-zuckerberg0206.xml,4,META
2025-02-06,2025-02-06 23:18:37+00:00,0000950103-25-001720,xslF345X05/dp224544_4-newstead.xml,4,META
2025-02-05,2025-02-06 02:08:57+00:00,0000950103-25-001664,xslF345X05/dp224605_4-zuckerberg0205p2.xml,4,META
2025-02-05,2025-02-06 02:06:46+00:00,0000950103-25-001663,xslF345X05/dp224604_4-zuckerberg0205p1.xml,4,META
2025-02-05,2025-02-06 02:03:14+00:00,0000950103-25-001662,xslF345X05/dp224543_4-zuckerberg0203pt2.xml,4,META
2025-02-05,2025-02-06 02:01:59+00:00,0000950103-25-001661,xslF345X05/dp224542_4-zuckerberg0203pt1.xml,4,META
